,Year,Team,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,SOS
1,2000,VAN,Stromile Swift,Career,LSU,,50.0,40.0,26.6,5.1,9.0,0.56,4.9,8.4,0.585,0.2,0.7,0.242,3.1,5.1,0.613,,,7.0,0.7,1.3,2.6,2.5,2.6,13.4,,5.84
2,2000,CHI,Marcus Fizer,Career,Iowa State,,97.0,91.0,31.1,7.1,13.9,0.511,6.9,13.2,0.524,0.2,0.7,0.292,4.4,6.3,0.7020000000000001,,,7.4,1.0,0.9,0.9,2.3,2.6,18.9,,6.27
3,2000,ORL,Mike Miller,Career,Florida,,65.0,56.0,26.7,4.5,9.2,0.483,3.3,5.8,0.565,1.2,3.5,0.345,3.1,4.4,0.718,,,6.0,2.3,1.2,0.3,2.2,1.9,13.3,,7.07
4,2000,ATL,DerMarr Johnson,Career,Cincinnati,,32.0,32.0,27.5,4.4,9.2,0.478,2.8,4.8,0.575,1.6,4.4,0.371,2.2,3.0,0.737,,,3.8,1.4,1.0,0.9,1.4,2.0,12.6,,8.5
5,2000,CHI,Chris Mihm,Career,Texas,,96.0,93.0,29.3,5.2,10.4,0.49700000000000005,5.1,10.1,0.503,0.1,0.3,0.3,4.2,6.1,0.684,,,9.8,0.6,0.4,2.8,2.3,3.0,14.6,,7.62
6,2000,CLE,Jamal Crawford,Career,Michigan,,17.0,16.0,33.9,6.2,15.0,0.41200000000000003,4.2,9.1,0.46799999999999997,1.9,5.9,0.327,2.4,3.0,0.784,,,2.8,4.5,1.1,0.9,3.1,1.1,16.6,,9.27
7,2000,HOU,Joel Przybilla,Career,Minnesota,,49.0,45.0,27.6,4.1,6.9,0.591,4.1,6.9,0.591,0.0,0.0,,1.7,3.3,0.521,,,6.9,1.9,0.7,3.4,2.9,3.1,9.9,,9.77
8,2000,ORL,Keyon Dooling,Career,Missouri,,59.0,40.0,28.1,3.8,9.2,0.41100000000000003,2.6,5.8,0.452,1.1,3.4,0.33799999999999997,3.4,4.7,0.733,,,2.4,3.4,1.3,0.5,2.3,1.7,12.1,,6.05
9,2000,BOS,Jérôme Moïso,Career,UCLA,,62.0,51.0,26.8,4.9,9.8,0.495,4.8,9.5,0.505,0.1,0.4,0.22699999999999998,2.2,3.5,0.614,,,6.8,1.1,1.0,1.3,2.3,2.8,12.0,,9.48
10,2000,DAL,Etan Thomas,Career,Syracuse,,122.0,109.0,26.8,4.1,6.8,0.6,4.1,6.8,0.6,0.0,0.0,,2.9,4.8,0.598,,,6.9,0.4,0.7,3.5,1.7,2.8,11.0,,7.2
11,2000,ORL,Courtney Alexander,Career,Overall,,112.0,47.0,30.9,7.2,15.8,0.456,5.7,11.7,0.488,1.5,4.1,0.362,3.0,3.9,0.767,,,3.9,2.2,1.1,0.2,2.0,1.8,18.9,,7.56
12,2000,DET,Mateen Cleaves,Career,Michigan State,,123.0,115.0,30.6,4.4,10.8,0.406,3.2,7.1,0.45399999999999996,1.2,3.7,0.313,2.6,3.5,0.738,,,2.1,6.6,1.6,0.1,3.8,2.2,12.5,,9.5
13,2000,MIL,Jason Collier,Career,Overall,,97.0,82.0,29.2,4.9,10.8,0.45799999999999996,4.2,8.8,0.478,0.7,1.9,0.369,3.3,4.6,0.711,,,7.1,1.2,0.6,1.1,2.8,2.7,13.9,,9.13
14,2000,SEA,Desmond Mason,Career,Oklahoma State,,129.0,109.0,30.0,4.8,9.8,0.486,3.8,7.1,0.529,1.0,2.7,0.37200000000000005,2.6,3.6,0.731,,,6.2,1.1,1.2,0.7,1.7,2.1,13.2,,5.94
15,2000,LAC,Quentin Richardson,Career,DePaul,,64.0,62.0,34.2,6.3,14.0,0.45399999999999996,4.5,9.0,0.5,1.8,5.0,0.369,3.4,4.7,0.728,,,10.2,1.6,0.9,0.3,2.2,2.3,17.9,,7.85
17,2000,PHI,Speedy Claxton,Career,Hofstra,,119.0,59.0,34.1,5.9,12.6,0.46799999999999997,5.4,10.9,0.491,0.5,1.7,0.322,4.5,6.1,0.748,,,4.8,5.5,2.4,0.3,3.1,2.3,16.9,,-4.42
18,2000,TOR,Morris Peterson,Career,Michigan State,,137.0,62.0,22.4,4.1,8.5,0.484,3.0,5.6,0.537,1.1,2.8,0.377,2.3,3.1,0.746,,,4.7,0.9,0.9,0.3,1.5,2.2,11.6,,9.41
19,2000,NYK,Donnell Harvey,Career,Florida,,37.0,9.0,20.2,3.9,7.7,0.507,3.9,7.6,0.509,0.0,0.0,0.0,2.3,3.8,0.61,,,7.0,1.0,0.7,0.8,1.6,2.7,10.1,,8.51
20,2000,DEN,Mamadou N'Diaye,Career,Auburn,,128.0,107.0,21.8,2.5,4.9,0.506,2.5,4.9,0.508,0.0,0.0,0.0,1.9,2.9,0.6409999999999999,,,6.2,0.6,0.7,1.9,1.9,3.0,6.8,,6.11
21,2000,POR,Erick Barkley,Career,St. John's (NY),,65.0,64.0,34.8,4.9,12.3,0.396,3.2,7.2,0.444,1.6,5.0,0.32799999999999996,3.2,4.4,0.727,,,3.1,4.6,2.6,0.3,2.2,2.4,14.6,,8.02
22,2000,LAL,Mark Madsen,Career,Stanford,,108.0,77.0,25.1,4.0,6.8,0.5870000000000001,4.0,6.7,0.589,0.0,0.0,0.0,3.0,5.0,0.596,,,7.9,0.6,0.4,0.6,1.3,2.5,10.9,,8.67
23,2000,DAL,Dan Langhi,Career,Vanderbilt,,121.0,61.0,24.4,4.0,9.0,0.445,2.9,6.0,0.475,1.1,3.0,0.38299999999999995,3.3,3.9,0.831,,,4.6,0.7,0.5,0.2,1.6,1.5,12.4,,7.24
24,2000,CHI,A.J. Guyton,Career,Indiana,,128.0,122.0,34.0,5.8,12.8,0.455,3.6,7.5,0.484,2.2,5.3,0.414,2.5,3.2,0.79,,,3.4,3.1,1.0,0.4,2.3,1.3,16.4,,10.42
25,2000,CHI,Jake Voskuhl,Career,UConn,,138.0,135.0,22.2,2.3,4.3,0.542,2.3,4.3,0.542,0.0,0.0,,1.6,2.4,0.6559999999999999,,,6.4,0.9,0.6,1.4,1.6,3.2,6.3,,8.1
26,2000,CHI,Khalid El-Amin,Career,UConn,,108.0,106.0,30.1,5.4,12.9,0.41600000000000004,3.6,7.8,0.456,1.8,5.1,0.355,2.7,3.3,0.8220000000000001,,,3.0,4.4,1.7,0.1,2.7,2.1,15.3,,8.09
27,2000,WAS,Mike Smith,Career,Louisiana-Monroe,,55.0,52.0,35.2,6.4,15.0,0.428,4.1,7.5,0.537,2.4,7.4,0.318,4.1,5.3,0.769,,,8.2,2.7,1.6,0.8,4.4,1.5,19.3,,-5.55
28,2000,MIA,Eddie House,Career,Arizona State,,124.0,114.0,33.4,6.2,14.5,0.425,4.1,9.0,0.462,2.0,5.5,0.366,2.2,2.7,0.7979999999999999,,,4.0,3.3,2.1,0.2,1.9,2.4,16.5,,8.01
29,2000,HOU,Eduardo Nájera,Career,Oklahoma,,126.0,102.0,30.6,4.9,11.3,0.43,4.2,9.0,0.467,0.7,2.3,0.28800000000000003,2.7,4.0,0.669,,,7.2,1.7,1.5,0.7,2.0,2.9,13.1,,5.16
30,2000,NYK,Lavor Postell,Career,St. John's (NY),,129.0,104.0,29.3,3.8,8.9,0.43,3.1,6.7,0.46399999999999997,0.7,2.2,0.326,2.7,3.4,0.789,,,5.6,1.6,1.0,0.4,1.8,2.3,11.1,,7.77
31,2000,ATL,Hanno Möttölä,Career,Utah,,120.0,87.0,26.0,4.5,9.0,0.5,3.9,7.2,0.542,0.6,1.8,0.33299999999999996,2.9,3.7,0.774,,,4.6,1.2,0.3,0.4,2.0,2.8,12.4,,4.49
32,2000,SAS,Chris Carrawell,Career,Duke,,136.0,94.0,26.0,4.0,8.2,0.486,3.5,6.9,0.509,0.5,1.3,0.36,2.3,3.4,0.667,,,4.5,2.3,0.8,0.8,1.7,1.5,10.7,,9.4
34,2000,DET,Brian Cardinal,Career,Purdue,,132.0,125.0,28.0,3.8,8.1,0.461,2.8,5.4,0.508,1.0,2.7,0.365,3.5,4.6,0.7609999999999999,,,5.7,2.1,2.0,0.3,1.9,3.1,12.0,,10.03
35,2000,SAC,Jabari Smith,Career,LSU,,61.0,58.0,29.1,4.4,8.3,0.532,4.0,7.0,0.579,0.4,1.4,0.298,3.3,5.1,0.639,,,8.2,2.1,0.9,1.1,3.0,2.6,12.6,,5.84
36,2000,PHI,Mark Karcher,Career,Temple,,67.0,63.0,30.8,5.0,13.5,0.373,2.8,6.6,0.426,2.2,6.9,0.322,2.2,3.6,0.613,,,5.2,2.2,1.6,0.1,1.9,2.4,14.5,,7.95
37,2000,MIL,Jason Hart,Career,Syracuse,,132.0,131.0,34.0,4.0,10.1,0.39299999999999996,2.9,6.9,0.424,1.1,3.2,0.326,2.4,3.3,0.7120000000000001,,,3.3,5.4,2.5,0.1,3.3,2.7,11.4,,7.2
38,2000,UTA,Kaniel Dickens,Career,Idaho,,55.0,29.0,22.2,3.3,6.9,0.483,3.1,6.3,0.49700000000000005,0.2,0.7,0.35100000000000003,2.4,3.8,0.63,,,5.7,0.6,0.9,0.7,2.0,2.2,9.3,,-0.17
39,2000,DEN,Dan McClintock,Career,Northern Arizona,,115.0,32.0,19.0,4.7,7.5,0.632,4.7,7.5,0.632,0.0,0.0,0.0,2.4,3.7,0.652,,,4.2,0.7,0.3,1.7,1.8,2.2,11.9,,-3.0
40,2000,SAS,Cory Hightower,Career,Overall,,86.0,84.0,28.6,4.3,9.4,0.45299999999999996,3.6,7.1,0.507,0.7,2.3,0.28600000000000003,2.6,3.5,0.7440000000000001,1.2,5.0,6.2,2.2,0.9,0.4,2.3,2.6,11.8,,-4.77
41,2000,GSW,Chris Porter,Career,Auburn,,56.0,54.0,28.9,5.7,12.2,0.467,5.5,11.5,0.47700000000000004,0.2,0.7,0.308,3.7,5.7,0.6509999999999999,,,8.0,1.1,2.1,0.4,2.2,2.6,15.3,,6.57
42,2000,IND,Jaquay Walls,Career,Colorado,,65.0,60.0,27.5,4.3,10.3,0.419,3.0,6.6,0.455,1.3,3.7,0.35600000000000004,4.3,5.8,0.746,,,3.2,4.2,1.5,0.2,2.9,2.8,14.3,,5.59
43,2000,ATL,Scoonie Penn,Career,Overall,,122.0,121.0,34.6,4.9,11.5,0.42,2.7,5.3,0.517,2.1,6.2,0.338,3.0,4.0,0.755,,,3.7,3.9,1.8,0.1,2.5,2.0,14.9,,8.0
44,2000,DAL,Pete Mickeal,Career,Cincinnati,,65.0,64.0,32.6,5.0,9.2,0.545,4.6,8.0,0.573,0.4,1.2,0.355,3.8,5.4,0.711,,,6.8,1.8,1.5,0.4,2.1,2.5,14.2,,8.1
45,2001,GSW,Jason Richardson,Career,Michigan State,,70.0,35.0,21.7,3.7,7.4,0.503,2.9,5.3,0.551,0.8,2.1,0.38299999999999995,1.4,2.1,0.649,,,5.0,1.4,0.8,0.5,1.1,1.9,9.6,,9.73
46,2001,MEM,Shane Battier,Career,Duke,,146.0,120.0,29.7,4.5,8.9,0.5,2.8,4.9,0.57,1.7,4.1,0.41600000000000004,3.0,3.8,0.777,,,6.1,1.6,1.8,1.7,1.1,2.0,13.6,,10.08
47,2001,NJN,Eddie Griffin,Career,Seton Hall,,30.0,30.0,32.6,6.9,16.0,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.7340000000000001,3.1,7.6,10.8,1.6,0.9,4.4,2.2,2.4,17.8,,6.03
48,2001,DET,Rodney White,Career,Charlotte,,28.0,26.0,30.9,6.7,13.8,0.48700000000000004,5.5,10.4,0.5329999999999999,1.2,3.4,0.34700000000000003,4.1,5.7,0.713,1.8,4.7,6.5,1.5,1.2,0.7,2.9,2.6,18.7,,7.91
50,2001,HOU,Richard Jefferson,Career,Arizona,,84.0,77.0,26.3,4.0,8.1,0.49,3.3,6.2,0.528,0.7,1.9,0.368,2.5,3.5,0.718,,,5.0,2.8,0.6,0.8,2.7,2.6,11.2,,10.19
51,2001,GSW,Troy Murphy,Career,Notre Dame,,94.0,93.0,35.1,7.2,14.6,0.496,6.6,12.5,0.522,0.7,2.0,0.335,6.2,8.0,0.777,,,9.8,1.7,1.2,1.3,3.0,2.9,21.4,,6.35
52,2001,ORL,Steven Hunter,Career,DePaul,,63.0,53.0,24.6,4.0,6.8,0.586,4.0,6.8,0.589,0.0,0.0,0.0,1.9,3.2,0.6,,,4.7,0.4,0.2,2.0,1.6,2.2,9.9,,7.92
53,2001,CHH,Kirk Haston,Career,Indiana,,96.0,68.0,26.8,5.7,12.0,0.473,5.4,11.2,0.48,0.3,0.7,0.366,3.0,4.2,0.7170000000000001,,,7.8,1.2,0.8,1.1,2.0,2.7,14.6,,10.88
54,2001,TOR,Michael Bradley,Career,Overall,,100.0,68.0,20.9,4.4,6.5,0.677,4.3,6.2,0.695,0.1,0.3,0.353,1.9,3.6,0.541,,,5.4,1.3,0.6,1.0,1.7,1.9,10.9,,8.74
55,2001,HOU,Jason Collins,Career,Stanford,,73.0,45.0,22.0,3.6,5.9,0.612,3.4,5.5,0.623,0.2,0.4,0.444,3.4,4.8,0.716,,,6.6,0.8,0.5,1.2,1.5,2.3,10.8,,8.87
57,2001,CLE,Brendan Haywood,Career,UNC,,141.0,100.0,23.5,3.8,6.0,0.637,3.8,6.0,0.637,0.0,0.0,,2.3,4.0,0.591,,,6.0,0.8,0.3,2.2,1.6,2.4,10.0,,11.05
58,2001,BOS,Joseph Forte,Career,UNC,,69.0,66.0,33.9,6.9,15.3,0.45399999999999996,5.3,10.9,0.489,1.6,4.4,0.368,3.2,4.0,0.81,,,5.8,3.0,1.8,0.4,2.4,2.0,18.7,,11.79
59,2001,ORL,Jeryl Sasser,Career,SMU,,117.0,58.0,34.6,5.8,14.6,0.39399999999999996,4.6,10.6,0.43799999999999994,1.1,4.1,0.28,4.4,6.2,0.71,,,8.3,3.2,1.7,0.6,2.8,1.8,17.0,,2.13
60,2001,HOU,Brandon Armstrong,Career,Pepperdine,,65.0,64.0,30.4,6.6,15.1,0.439,4.4,9.5,0.467,2.2,5.6,0.391,2.7,3.2,0.8240000000000001,,,3.2,1.5,1.7,0.2,1.9,2.6,18.1,,2.56
62,2001,PHI,Samuel Dalembert,Career,Seton Hall,,59.0,48.0,21.4,3.0,5.5,0.537,3.0,5.5,0.537,0.0,0.0,,1.2,2.2,0.539,,,5.8,0.3,0.4,2.8,2.0,3.2,7.1,,5.57
63,2001,MEM,Jamaal Tinsley,Career,Iowa State,,68.0,68.0,32.5,4.2,10.8,0.38799999999999996,3.4,8.4,0.405,0.8,2.3,0.327,3.4,4.9,0.685,,,4.5,6.3,2.6,0.8,4.0,2.9,12.5,,6.0
64,2001,CHI,Trenton Hassell,Career,Austin Peay,,84.0,57.0,36.2,6.9,14.6,0.47100000000000003,5.4,10.4,0.523,1.5,4.2,0.345,4.1,5.3,0.779,,,8.2,4.5,1.1,0.7,3.4,1.5,19.4,,-3.83
66,2001,ORL,Omar Cook,Career,St. John's (NY),,29.0,29.0,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,0.6,2.4,3.0,8.7,2.3,0.2,5.1,2.8,15.3,,8.27
67,2001,MEM,Will Solomon,Career,Clemson,,94.0,64.0,29.1,5.0,12.7,0.392,2.7,6.5,0.418,2.3,6.2,0.366,3.0,4.1,0.7170000000000001,,,2.8,2.6,1.2,0.4,3.4,2.5,15.2,,7.43
68,2001,ATL,Terence Morris,Career,Maryland,,136.0,104.0,26.5,4.7,9.6,0.495,4.0,7.4,0.542,0.7,2.2,0.33799999999999997,2.5,3.2,0.78,,,6.8,1.7,1.2,1.9,2.0,2.3,12.7,,10.41
69,2001,NJN,Brian Scalabrine,Career,USC,,92.0,91.0,33.0,5.7,11.2,0.513,5.2,9.7,0.5379999999999999,0.5,1.5,0.34299999999999997,3.7,4.8,0.77,,,6.1,2.7,1.0,0.9,3.4,2.7,15.7,,9.08
70,2001,CLE,Jeff Trepagnier,Career,USC,,106.0,75.0,27.3,4.1,8.6,0.47100000000000003,3.5,6.7,0.521,0.6,1.9,0.298,1.9,2.9,0.659,,,5.2,1.4,1.9,1.0,1.8,2.6,10.6,,8.68
